CustomerID,Frequency,Quantity,MonetaryValue,ActivityPeriod,AvgOrderValue,AvgQuantityPerOrder,Recency,PurchaseVariability,SeasonalityScore,Country,Cluster
12391,1,300,460.89,1,460.89,300.0,21,5.523439108549907,0.28867513459481287,Cyprus,0
12393,4,816,1582.6000000000001,261,395.65000000000003,204.0,71,18.045403220237354,0.15314142614431653,Australia,1
12394,2,819,1272.48,154,636.24,409.5,63,64.92458923381407,0.22783320340686786,Belgium,1
12395,12,2118,3018.63,352,251.5525,176.5,18,12.640153861413182,0.08840155393380629,Belgium,1
12397,2,1263,2409.9,100,1204.95,631.5,35,15.703009487720134,0.1960611004422391,Belgium,1
12398,1,1394,1635.6599999999999,1,1635.6599999999999,1394.0,45,22.43008874276701,0.28867513459481287,Switzerland,1
12399,4,1178,1108.65,143,277.1625,294.5,118,10.491168020243927,0.1411530273665741,Belgium,0
12401,1,11,84.3,1,84.3,11.0,302,5.419340365764086,0.28867513459481287,Belgium,0
12402,1,94,225.6,1,225.6,94.0,322,7.2340105813379285,0.28867513459481287,Belgium,0
12403,1,96,427.7,1,427.7,96.0,49,64.97959679776415,0.28867513459481287,Denmark,0
12405,1,857,1710.39,1,1710.39,857.0,148,42.769103308331616,0.28867513459481287,Finland,1
12406,2,1818,3415.3,162,1707.65,909.0,21,23.678103145939364,0.19514304517662956,Denmark,1
12407,5,1416,1708.1200000000001,215,341.624,283.2,49,16.695276404955607,0.1471875940387715,Belgium,1
12408,5,1409,2888.55,228,577.71,281.8,32,24.172746971617563,0.12957759260241802,Belgium,1
12409,3,5551,11072.67,104,3690.89,1850.3333333333333,78,61.50616794139595,0.19814113210379936,Switzerland,1
12410,2,211,693.3299999999999,1,346.66499999999996,105.5,308,28.210280245656218,0.28867513459481287,Switzerland,0
12412,3,829,1226.88,95,408.96000000000004,276.3333333333333,74,12.510621638051878,0.1577768043437452,Denmark,0
12413,3,286,758.1,271,252.70000000000002,95.33333333333333,66,10.267213627643855,0.18971055546374,France,0
12414,3,300,562.41,94,187.47,100.0,216,18.57288607241275,0.15260550434078918,Austria,0
12415,21,77374,124914.53,314,5948.310952380953,3684.4761904761904,23,181.1023956131187,0.059640907004985956,Australia,1
12417,9,1552,3649.1,355,405.4555555555555,172.44444444444446,2,11.076127647062123,0.08988234102020667,Belgium,1
12418,1,407,668.58,1,668.58,407.0,112,16.13403350302239,0.28867513459481287,Switzerland,0
12420,1,345,600.39,1,600.39,345.0,63,9.201862041164851,0.28867513459481287,Cyprus,0
12421,4,484,807.04,304,201.76,121.0,15,11.561200883065126,0.12539499879941673,Spain,0
12422,3,370,803.5600000000001,230,267.85333333333335,123.33333333333333,95,17.520070403299535,0.16036127105445003,Australia,0
12423,8,1339,1859.31,353,232.41375,167.375,0,7.838852929581782,0.08989421392375428,Belgium,1
12424,2,740,1760.96,1,880.48,370.0,162,62.474226064024606,0.28867513459481287,Australia,1
12425,1,496,777.2,1,777.2,496.0,77,14.685976941632408,0.28867513459481287,Portugal,0
12426,1,258,582.73,1,582.73,258.0,194,11.490219434096032,0.28867513459481287,Germany,0
12427,3,533,825.8,350,275.26666666666665,177.66666666666666,21,17.504324559364463,0.1630161818154652,Germany,0
12428,9,3536,7956.46,258,884.0511111111111,392.8888888888889,25,43.42766763742172,0.20571138578448322,Finland,1
12429,4,1557,3750.4,357,937.6,389.25,8,35.84802256740429,0.12537604829545815,Denmark,1
12430,1,117,256.4,1,256.4,117.0,42,14.033241574593845,0.28867513459481287,Norway,0
12431,15,2906,6487.45,339,432.49666666666667,193.73333333333332,35,50.33543798253851,0.08721674279247538,Australia,1
12432,5,1801,5059.32,130,1011.8639999999999,360.2,42,75.6796474737069,0.21312758971433887,Norway,1
12433,7,11071,13375.87,373,1910.8385714285716,1581.5714285714287,0,27.0369316523465,0.15265465138395515,Norway,1
12434,2,394,806.14,176,403.07,197.0,84,8.336415331029794,0.2092120860985258,Australia,0
12435,2,2055,7829.89,189,3914.945,1027.5,79,118.22086735838245,0.1949848191161208,Denmark,1
12436,1,211,509.01,1,509.01,211.0,99,18.84557161731459,0.28867513459481287,Norway,0
12437,18,2922,4951.41,330,275.0783333333333,162.33333333333334,1,18.247716430729014,0.10144506246817142,France,1
12438,2,1180,2906.85,126,1453.425,590.0,13,40.54791789245686,0.19462473604038077,Norway,1
12441,1,121,173.55,1,173.55,121.0,366,4.004083143265363,0.28867513459481287,France,0
12442,1,182,172.06,1,172.06,182.0,2,8.012192791822558,0.28867513459481287,Spain,0
12444,5,1153,5005.46,150,1001.092,230.6,20,36.38456452930298,0.14923604396872092,Norway,1
12445,1,62,133.4,1,133.4,62.0,21,16.22621335986927,0.28867513459481287,Spain,0
12446,1,351,1002.3100000000001,1,1002.3100000000001,351.0,57,6.119333243775087,0.28867513459481287,RSA,0
12447,1,190,476.49,1,476.49,190.0,242,7.176101973805942,0.28867513459481287,Belgium,0
12448,1,243,449.45,1,449.45,243.0,43,19.12305152907218,0.28867513459481287,Spain,0
12449,4,1553,4067.29,165,1016.8225,388.25,21,17.994325824835112,0.1252066097820898,Belgium,1
12450,2,128,197.88,18,98.94,64.0,155,18.193495698031363,0.2219063411496486,Spain,0
12451,5,6575,9035.52,314,1807.104,1315.0,10,21.135579050968854,0.12654667876339928,Switzerland,1
12452,2,185,430.57,1,215.285,92.5,16,16.023037669155816,0.28867513459481287,Switzerland,0
12453,1,473,707.09,1,707.09,473.0,133,5.037722056802528,0.28867513459481287,Austria,0
12454,1,1006,3528.34,1,3528.34,1006.0,55,104.4952025875328,0.28867513459481287,Spain,1
12455,6,2089,2466.86,224,411.1433333333334,348.1666666666667,72,23.523037711380642,0.14074517093860264,Cyprus,1
12456,3,1633,3181.04,211,1060.3466666666666,544.3333333333334,43,34.238720340309676,0.15111544854143402,Switzerland,1
12457,7,843,2363.23,173,337.6042857142857,120.42857142857143,65,46.29048069629005,0.19462473604038072,Switzerland,1
12458,2,506,947.4,214,473.7,253.0,70,18.02832329094384,0.19462473604038072,Switzerland,0
12461,2,287,826.88,61,413.44,143.5,93,32.83688746905623,0.2797980542178483,Switzerland,0
12462,2,536,1189.59,285,594.795,268.0,18,21.327398878292733,0.20423032164755459,Spain,1
12463,4,776,1344.78,189,336.195,194.0,52,7.328468719731287,0.12387961941304973,Belgium,0
12464,8,112,1212.05,300,151.50625,14.0,9,26.566101335118468,0.1189605953580309,Belgium,1
12465,2,479,742.1899999999999,153,371.09499999999997,239.5,16,6.353031668294546,0.19594185959283916,Belgium,0
12468,2,366,729.5400000000001,129,364.77000000000004,183.0,187,11.894366717135766,0.20987738902809353,Germany,0
12471,30,8212,19824.05,363,660.8016666666666,273.73333333333335,1,76.19169714190105,0.07692834242865584,Germany,1
12472,7,4148,6572.11,337,938.8728571428571,592.5714285714286,31,15.530018825041692,0.09215741133523683,Germany,1
12473,5,2439,3938.5499999999997,163,787.7099999999999,487.8,28,53.242991326316854,0.17575337731961124,Germany,1
12474,18,4847,7375.79,313,409.7661111111111,269.27777777777777,16,10.212934432582509,0.07813388260344285,Germany,1
12475,1,535,723.38,1,723.38,535.0,53,10.979105942725358,0.28867513459481287,Germany,0
12476,11,2408,6816.42,346,619.6745454545454,218.9090909090909,15,26.005650763997817,0.09774001219160722,Germany,1
12477,6,3653,13219.74,279,2203.29,608.8333333333334,22,48.76364839072834,0.10877648290105373,Germany,1
12478,1,236,680.99,1,680.99,236.0,3,20.812875568850277,0.28867513459481287,Greece,0
12479,1,385,527.2,1,527.2,385.0,10,9.067401152254927,0.28867513459481287,Germany,0
12480,4,1707,3281.63,308,820.4075,426.75,27,28.908123428200177,0.1235422157650507,Germany,1
12481,10,3304,5596.32,343,559.632,330.4,22,20.611551737305664,0.08570704036960225,Germany,1
12483,8,1110,2484.98,323,310.6225,138.75,16,31.407259488477756,0.08643325211229225,Sweden,1
12484,6,2191,4541.72,304,756.9533333333334,365.1666666666667,32,17.15008436296153,0.1309268178326416,Spain,1
12488,3,529,1298.66,66,432.8866666666667,176.33333333333334,9,16.826931830099472,0.17046510527437383,France,0
12489,1,105,334.93,1,334.93,105.0,335,8.673208227200645,0.28867513459481287,France,0
12490,10,3064,5417.93,325,541.793,306.4,4,17.133910877765565,0.07615098587861226,France,1
12491,1,260,460.40000000000003,1,460.40000000000003,260.0,38,9.367493712916943,0.28867513459481287,France,0
12492,2,192,263.21000000000004,43,131.60500000000002,96.0,62,5.372805280200221,0.1957890020745122,Germany,0
12493,2,207,433.74,32,216.87,103.5,165,5.7762227955256185,0.19558743640438325,France,0
12494,7,707,1246.1000000000001,350,178.01428571428573,101.0,15,7.523139437715911,0.10097097310035595,France,1
12497,1,1236,1043.1,1,1043.1,1236.0,81,44.84968852109857,0.28867513459481287,Germany,1
12498,3,159,403.70000000000005,37,134.5666666666667,53.0,20,6.960856110175046,0.19660141563435476,Germany,0
12500,11,2678,4257.82,311,387.07454545454544,243.45454545454547,22,96.51899053152205,0.11172461260288938,Germany,1
12501,1,1783,2169.39,1,2169.39,1783.0,336,11.642558487285982,0.28867513459481287,Germany,0
12502,5,820,3723.87,215,744.774,164.0,95,29.728509806771058,0.10908002293190346,Spain,1
12504,2,90,482.04999999999995,13,241.02499999999998,45.0,17,46.544862617813266,0.28867513459481287,Germany,0
12506,1,23,73.5,1,73.5,23.0,232,2.086586656124731,0.28867513459481287,France,0
12507,3,894,1304.81,165,434.93666666666667,298.0,133,54.53008953561239,0.20113571579871603,Spain,1
12508,2,272,398.27,3,199.135,136.0,25,4.446343368666961,0.28867513459481287,France,0
12509,1,55,176.5,1,176.5,55.0,283,18.9161684431977,0.28867513459481287,France,0
12510,2,353,982.5699999999999,183,491.28499999999997,176.5,142,32.124828805109225,0.25291521772035996,Spain,0
12512,2,99,138.03,1,69.015,49.5,65,2.871632927177357,0.28867513459481287,Israel,0
12513,1,462,612.29,1,612.29,462.0,112,9.986948600695868,0.28867513459481287,France,0
12514,1,440,1017.68,1,1017.68,440.0,266,10.635650297696987,0.28867513459481287,Italy,0
12515,1,131,383.7,1,383.7,131.0,352,22.111873695671594,0.28867513459481287,Italy,0
12516,2,875,1312.06,103,656.03,437.5,77,32.54597290933833,0.19462473604038072,Germany,1
12517,5,1371,2502.84,162,500.56800000000004,274.2,27,8.341167975955502,0.1508627970581719,Germany,1
12518,5,1318,2056.89,110,411.378,263.6,0,8.975297314683546,0.10821505104379862,Germany,1
12519,1,183,340.84,1,340.84,183.0,63,10.909873683542338,0.28867513459481287,Germany,0
12520,5,1439,2634.26,195,526.8520000000001,287.8,78,11.726679982218656,0.15301812681307955,Germany,1
12521,1,309,599.68,1,599.68,309.0,142,8.921051867890215,0.28867513459481287,Germany,0
12522,2,194,192.72,13,96.36,97.0,38,4.292248827829067,0.28867513459481287,Germany,0
12523,11,865,1789.77,313,162.70636363636365,78.63636363636364,18,5.421290511365846,0.06558696105224594,France,1
12524,8,3699,4485.72,325,560.715,462.375,8,33.07600885140862,0.10972142308876612,Germany,1
12526,3,632,1316.66,94,438.8866666666667,210.66666666666666,0,8.519842518452757,0.1606395503373298,Germany,0
12527,3,234,348.71000000000004,244,116.23666666666668,78.0,81,13.665484131048844,0.17326986665059033,Germany,0
12528,6,756,1933.48,304,322.24666666666667,126.0,8,12.022408286335333,0.10460004651691061,Germany,1
12530,4,913,1662.28,278,415.57,228.25,59,19.07785642520893,0.1261891429878075,Germany,1
12531,1,45,125.22,1,125.22,45.0,14,6.801954736345584,0.28867513459481287,Germany,0
12532,1,153,349.83000000000004,1,349.83000000000004,153.0,29,9.539831562978458,0.28867513459481287,France,0
12534,1,651,1089.18,1,1089.18,651.0,130,13.107948691309758,0.28867513459481287,Germany,0
12535,2,219,716.35,95,358.175,109.5,91,8.9240907753988,0.19502838266003863,France,0
12536,3,2803,12601.830000000002,16,4200.610000000001,934.3333333333334,42,362.18342853366886,0.28867513459481287,France,1
12538,1,191,363.95,1,363.95,191.0,28,7.189807997966221,0.28867513459481287,Spain,0
12539,4,2067,5568.35,312,1392.0875,516.75,21,17.993077023812585,0.19809258909928573,Spain,1
12540,17,6685,13400.24,343,788.2494117647059,393.2352941176471,19,29.064644578260108,0.057562205742095536,Spain,1
12541,3,680,981.18,252,327.06,226.66666666666666,29,12.460669363861442,0.1599180577332335,Spain,0
12544,1,136,372.7,1,372.7,136.0,35,10.293882927787461,0.28867513459481287,Spain,0
12545,2,523,1000.39,185,500.195,261.5,74,14.49607340078051,0.2092120860985258,Spain,0
12546,2,633,1161.5,32,580.75,316.5,46,10.423762822155396,0.20515636304770846,Spain,0
12547,2,134,207.79999999999998,83,103.89999999999999,67.0,197,4.709185552877331,0.2219063411496486,Spain,0
12548,1,49,95.19999999999999,1,95.19999999999999,49.0,165,5.1154667431232514,0.28867513459481287,Spain,0
12550,1,569,964.83,1,964.83,569.0,78,17.690194838414094,0.28867513459481287,Spain,0
12551,1,100,168.0,1,168.0,100.0,357,3.1989581637360205,0.28867513459481287,Spain,0
12552,2,88,437.82,1,218.91,44.0,38,23.762512249782276,0.273307463668612,Italy,0
12553,10,1965,3692.28,322,369.228,196.5,7,11.880807825798376,0.07378833808008871,France,1
12556,2,358,603.71,101,301.855,179.0,49,3.850827992249889,0.19596802391403773,Spain,0
12557,5,4384,11990.960000000001,356,2398.192,876.8,15,446.19750586925,0.13435931332519702,Spain,1
12558,1,196,269.96,1,269.96,196.0,7,22.013082391242627,0.28867513459481287,USA,0
12559,2,283,561.71,9,280.855,141.5,310,24.540081014342153,0.2740211867755785,Germany,0
12560,3,1110,2134.01,138,711.3366666666667,370.0,4,17.180256921113195,0.21569522005134786,Germany,1
12561,1,177,238.85,1,238.85,177.0,302,4.683017857108812,0.28867513459481287,Germany,0
12562,7,1779,3781.7400000000002,191,540.2485714285715,254.14285714285714,7,19.084931131101076,0.07580394375687212,France,1
12564,1,133,456.9,1,456.9,133.0,260,8.372563611497462,0.28867513459481287,France,0
12565,1,80,145.92,1,145.92,80.0,288,4.985759721446672,0.28867513459481287,Saudi Arabia,0
12566,1,265,351.65,1,351.65,265.0,85,9.859135965605915,0.28867513459481287,Germany,0
12567,10,4305,9401.28,347,940.128,430.5,22,17.3024339679799,0.08311008347265737,France,1
12569,32,1801,4124.69,251,128.8965625,56.28125,1,14.513757164608462,0.06816867051125355,Germany,1
12571,2,523,519.61,82,259.805,261.5,39,6.172507623041566,0.19822796814932822,France,0
12572,2,452,1020.42,44,510.21,226.0,8,11.707049057175709,0.19924098397912435,Germany,0
12573,1,84,160.54000000000002,1,160.54000000000002,84.0,226,7.948758213888326,0.28867513459481287,France,0
12574,1,61,218.45,1,218.45,61.0,315,6.252552206172219,0.28867513459481287,France,0
12576,5,967,1315.83,269,263.166,193.4,35,4.8565089619276085,0.10967617339362261,Poland,1
12577,3,472,657.8,324,219.26666666666665,157.33333333333334,34,5.486704022682708,0.19553587775117845,France,0
12578,2,1196,2794.51,309,1397.255,598.0,20,25.465203831639116,0.2006069583513907,Italy,1
12579,1,285,440.42,1,440.42,285.0,77,8.532003659938384,0.28867513459481287,France,0
12580,1,238,415.7,1,415.7,238.0,246,6.165258848310156,0.28867513459481287,Germany,0
12581,1,161,197.71,1,197.71,161.0,39,3.7756219292165567,0.28867513459481287,Germany,0
12582,2,300,511.36,50,255.68,150.0,238,22.969411242211955,0.19558743640438325,Finland,0
12583,15,5060,7281.38,371,485.42533333333336,337.3333333333333,2,22.17591686712561,0.052003796313022384,France,1
12584,9,416,2338.15,277,259.7944444444445,46.22222222222222,3,16.30945833072536,0.08927669507115663,Italy,1
12585,2,1279,2040.1,118,1020.05,639.5,233,22.168976141315973,0.2213203392410311,Germany,1
12586,1,79,196.94000000000003,1,196.94000000000003,79.0,16,8.664634178922125,0.28867513459481287,Italy,0
12587,1,51,144.0,1,144.0,51.0,7,10.161364737737413,0.28867513459481287,Finland,0
12588,1,53,214.89999999999998,1,214.89999999999998,53.0,38,9.00508498325005,0.28867513459481287,Finland,0
12589,2,306,646.68,116,323.34,153.0,28,10.452372920244741,0.2150060044321266,France,0
12590,2,4283,9864.26,1,4932.13,2141.5,210,92.92868335397539,0.28867513459481287,Germany,1
12591,1,228,452.84999999999997,1,452.84999999999997,228.0,316,14.520936211606278,0.28867513459481287,Italy,0
12592,2,290,437.6,122,218.8,145.0,91,7.501755785766493,0.19462473604038072,Germany,0
12593,3,206,418.09999999999997,111,139.36666666666665,68.66666666666667,108,7.060304863241017,0.1948893517112488,France,0
12594,10,1777,3338.2200000000003,286,333.822,177.7,37,15.06336201562172,0.08094991564208578,Italy,1
12596,2,474,618.27,191,309.135,237.0,50,22.139078629520753,0.1960611004422391,Spain,0
12597,4,2236,3811.22,249,952.805,559.0,18,24.5527987143534,0.16859073847466366,Spain,1
12598,8,1964,3023.08,276,377.885,245.5,9,14.75940533516818,0.12185607184542124,France,1
12599,7,956,1032.58,276,147.51142857142855,136.57142857142858,28,9.57112266697554,0.10449036043558578,France,1
12600,10,774,2599.04,343,259.904,77.4,28,40.75933722999641,0.057442123375435805,Germany,1
12601,5,245,577.0600000000001,143,115.412,49.0,189,13.235267960620142,0.1142992416236661,Germany,0
12602,1,162,153.12,1,153.12,162.0,58,4.742312439383055,0.28867513459481287,France,0
12603,1,63,739.1999999999999,1,739.1999999999999,63.0,21,344.5024237940859,0.28867513459481287,Germany,0
12604,2,201,254.18,183,127.09,100.5,78,6.328255025413142,0.20179122124041216,France,0
12607,1,1228,1579.51,1,1579.51,1228.0,59,5.979403091173288,0.28867513459481287,USA,1
12609,3,648,1126.85,241,375.6166666666666,216.0,77,11.517063728264421,0.15683099054702038,Germany,0
12610,5,1049,2099.54,104,419.908,209.8,22,18.07965561038475,0.2001986671999623,Italy,1
12611,1,846,1193.32,1,1193.32,846.0,51,16.957082637840106,0.28867513459481287,Italy,1
12612,1,262,704.0400000000001,1,704.0400000000001,262.0,73,16.82652448712418,0.28867513459481287,Germany,0
12613,5,1644,3344.38,205,668.876,328.8,56,14.444812522366968,0.16710299043194496,Germany,1
12614,1,76,315.6,1,315.6,76.0,277,2.840700432528643,0.28867513459481287,Germany,0
12615,4,1376,2291.19,167,572.7975,344.0,1,18.75354551679627,0.12543882979609747,France,1
12616,2,284,713.3,203,356.65,142.0,94,14.658441570446485,0.20571268393886977,France,0
12617,1,213,355.53,1,355.53,213.0,28,7.629709980742645,0.28867513459481287,France,0
12618,1,96,177.31,1,177.31,96.0,21,8.46423706490485,0.28867513459481287,Italy,0
12619,9,3378,3641.24,238,404.5822222222222,375.3333333333333,15,52.29322901961952,0.11296434287394745,Germany,1
12620,3,1181,1339.41,190,446.47,393.6666666666667,14,7.175569027080603,0.1531822418589795,France,1
12621,20,7440,13689.67,365,684.4835,372.0,1,38.81796118358395,0.07339509699386977,Germany,1
12622,1,69,180.1,1,180.1,69.0,231,4.623276091494193,0.28867513459481287,Germany,0
12623,1,191,305.1,1,305.1,191.0,275,8.66373442100155,0.28867513459481287,Germany,0
12624,2,355,641.13,72,320.565,177.5,105,7.714713164962045,0.19462473604038072,France,0
12625,2,1612,2683.82,108,1341.91,806.0,211,33.26730738060531,0.20084102958188546,Germany,1
12626,9,3453,6620.48,304,735.6088888888888,383.6666666666667,22,20.06456022399176,0.1014878855432303,Germany,1
12627,7,2752,4478.53,130,639.79,393.14285714285717,10,11.934482442148543,0.11044183683755622,Germany,1
12628,3,448,786.46,61,262.15333333333336,149.33333333333334,3,7.599360900599535,0.15406742953800084,Germany,0
12630,2,548,1270.88,35,635.44,274.0,9,18.883951614305428,0.19564838542573504,Finland,1
12631,1,236,640.5,1,640.5,236.0,56,26.501484202705264,0.28867513459481287,Finland,0
12633,4,1162,2163.98,230,540.995,290.5,58,30.181442757934796,0.13909254708237753,Germany,1
12635,2,1172,1689.18,66,844.59,586.0,89,13.112677188488433,0.19960920787562725,Germany,1
12637,8,3002,6021.9,257,752.7375,375.25,66,13.096385023818971,0.1101913398271416,France,1
12638,1,577,671.69,1,671.69,577.0,32,23.999062256758673,0.28867513459481287,Sweden,0
12639,1,201,486.1,1,486.1,201.0,238,22.57095114295885,0.28867513459481287,Sweden,0
12640,3,311,1174.58,58,391.52666666666664,103.66666666666667,23,15.644463146454843,0.2311481190683906,France,0
12641,1,72,185.9,1,185.9,72.0,114,8.260037664697554,0.28867513459481287,Sweden,0
12642,3,552,1013.26,83,337.75333333333333,184.0,24,17.588552924759018,0.1644223835786437,Germany,0
12643,6,1808,3344.64,205,557.4399999999999,301.3333333333333,127,178.85244586335503,0.14101901870444156,France,1
12644,1,325,477.91,1,477.91,325.0,129,5.560847386497311,0.28867513459481287,Germany,0
12645,4,1084,1775.18,283,443.795,271.0,33,14.852057824200465,0.12642451016088854,Germany,1
12646,2,897,1346.97,45,673.485,448.5,4,17.70379111941846,0.19514304517662953,USA,1
12647,12,1431,3722.82,347,310.235,119.25,21,29.12468444573024,0.11107290063174514,Germany,1
12648,1,160,318.05,1,318.05,160.0,154,8.957338119691373,0.28867513459481287,Germany,0
12649,3,586,623.51,106,207.83666666666667,195.33333333333334,106,14.348826522773395,0.19571530551360863,Germany,0
12650,1,254,314.44,1,314.44,254.0,2,23.94229545342191,0.28867513459481287,France,0
12651,1,78,114.0,1,114.0,78.0,334,3.9044045640788823,0.28867513459481287,France,0
12652,1,505,919.98,1,919.98,505.0,330,17.011660034448713,0.28867513459481287,France,0
12653,2,919,2209.85,148,1104.925,459.5,148,62.69382183641587,0.20212216289487853,Israel,1
12654,5,264,601.98,285,120.396,52.8,10,4.3682877629667844,0.15419645466006093,Germany,0
12656,5,1723,4051.17,217,810.234,344.6,16,32.48421949457042,0.11200935621379678,France,1
12657,4,1044,1643.18,68,410.795,261.0,10,30.52879756792872,0.1950999248720414,France,1
12658,1,320,686.05,1,686.05,320.0,18,8.707792838091127,0.28867513459481287,Germany,0
12659,1,105,91.68,1,91.68,105.0,29,5.585738984234764,0.28867513459481287,France,0
12660,1,127,245.1,1,245.1,127.0,10,2.855510866323627,0.28867513459481287,France,0
12662,11,2058,3849.78,373,349.98,187.0909090909091,0,7.065240961115043,0.054013464213287614,Germany,1
12664,9,1203,4881.88,315,542.4311111111111,133.66666666666666,7,98.81014131062572,0.08186219434867982,Finland,1
12665,1,37,63.0,1,63.0,37.0,324,7.937253933193772,0.28867513459481287,Germany,0
12667,1,395,620.13,1,620.13,395.0,57,26.117632029740165,0.28867513459481287,Finland,0
12668,4,1634,3807.15,344,951.7875,408.5,11,28.11642049666051,0.129218016788826,Germany,1
12669,3,1115,2744.0299999999997,106,914.6766666666666,371.6666666666667,150,112.08461237859281,0.20838995258938062,France,1
12670,5,1397,2996.05,223,599.21,279.4,9,19.389599298417107,0.13242335695035892,France,1
12672,1,78,225.89999999999998,1,225.89999999999998,78.0,329,12.750529400773914,0.28867513459481287,France,0
12673,2,351,610.52,322,305.26,175.5,4,10.091602631403546,0.19568105172795786,Germany,0
12674,4,1133,1970.6,170,492.65,283.25,38,19.10951263869058,0.1245171286332392,France,1
12676,6,670,1331.39,287,221.89833333333334,111.66666666666667,24,22.285103682990044,0.0943404061547626,Sweden,1
12678,12,10923,17628.46,312,1469.0383333333332,910.25,41,155.71285285941283,0.11025170603833895,France,1
12679,4,554,1113.02,226,278.255,138.5,58,17.121998660219766,0.24999999999999997,France,0
12680,4,443,862.81,113,215.7025,110.75,0,5.7386538952451005,0.1521615224764779,France,0
12681,22,7536,13787.54,354,626.7063636363637,342.54545454545456,14,18.867566274905084,0.06410093312923087,France,1
12682,31,5575,12288.22,368,396.3941935483871,179.83870967741936,3,24.98317287324109,0.039062398216729896,France,1
12683,15,4987,8476.57,362,565.1046666666666,332.46666666666664,3,25.063034923300503,0.080858746667653,France,1
12684,7,1985,2283.63,206,326.23285714285714,283.57142857142856,7,14.463138910445998,0.1368205086125411,France,1
12685,6,1523,2863.08,66,477.18,253.83333333333334,27,11.391930034753,0.19402213961017878,France,1
12686,1,107,89.14,1,89.14,107.0,371,3.9516868007761663,0.28867513459481287,France,0
12688,1,3028,4873.8099999999995,1,4873.8099999999995,3028.0,113,25.909800727775,0.28867513459481287,Israel,1
